"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-06-21 16:15:11 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Tota pending start-year","of which UNHCR-assisted","Applied during year",statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,"Otherwise closed","Total decisions","Total pending end-year","of which UNHCR-assisted"
2016,Peru,"Dem. Rep. of the Congo","G / FI",*,,*,*,,,,*,*,0
2016,Philippines,"Dem. Rep. of the Congo","G / FA",*,,0,0,0,*,0,*,0,0
2016,Poland,"Dem. Rep. of the Congo","G / FI",0,,5,*,,*,*,*,*,0
2016,Portugal,"Dem. Rep. of the Congo","G / FI",22,,42,,*,*,35,37,27,
2016,Paraguay,"Dem. Rep. of the Congo","G / FI",,,5,,,,5,5,0,0
2016,Romania,"Dem. Rep. of the Congo","G / FI",6,6,*,,,*,,*,*,*
2016,Romania,"Dem. Rep. of the Congo","G / JR",,,,,,*,,*,,
2016,Romania,"Dem. Rep. of the Congo","G / RA",,,*,,,,,,,
2016,"Russian Federation","Dem. Rep. of the Congo","G / FI",*,*,13,0,0,0,12,12,*,*
2016,"Russian Federation","Dem. Rep. of the Congo","G / TA",*,*,19,0,0,0,15,15,6,6
2016,Rwanda,"Dem. Rep. of the Congo","G / FI",302,302,19,*,,,,*,320,320
2016,Sudan,"Dem. Rep. of the Congo","G / FI",737,737,13,5,,,,5,745,745
2016,Sudan,"Dem. Rep. of the Congo","U / FI",*,*,,,,,,,*,*
2016,Senegal,"Dem. Rep. of the Congo","G / FA",273,273,34,,8,,,8,299,299
2016,Somalia,"Dem. Rep. of the Congo","U / FI",*,*,,*,,,,*,*,*
2016,"Serbia and Kosovo (S/RES/1244 (1999))","Dem. Rep. of the Congo","G / FI",,,,,,,,,0,0
2016,"South Sudan","Dem. Rep. of the Congo","U / FI",0,0,*,0,0,0,0,,*,*
2016,Slovakia,"Dem. Rep. of the Congo","G / RA",,,*,,,,,,,
2016,Slovakia,"Dem. Rep. of the Congo","G / FI",,,*,,,*,*,*,,0
2016,Slovenia,"Dem. Rep. of the Congo","G / FI",,0,*,,,,,,*,0
2016,Sweden,"Dem. Rep. of the Congo","G / RA",14,,30,*,0,7,*,11,31,
2016,Sweden,"Dem. Rep. of the Congo","G / AR",9,,28,*,0,16,6,23,14,
2016,Sweden,"Dem. Rep. of the Congo","G / FI",42,,33,18,*,13,13,47,33,
2016,Swaziland,"Dem. Rep. of the Congo","G / FI",88,28,38,15,,,,15,111,19
2016,"Syrian Arab Rep.","Dem. Rep. of the Congo","U / FI",*,*,0,0,0,0,0,,*,*
2016,Chad,"Dem. Rep. of the Congo","G / FA",119,119,5,8,,*,73,83,41,41
2016,Togo,"Dem. Rep. of the Congo","G / FA",79,79,5,5,,*,,6,78,78
2016,Thailand,"Dem. Rep. of the Congo","U / FI",20,20,9,13,,*,*,20,9,9
2016,Thailand,"Dem. Rep. of the Congo","U / AR",*,*,*,,,,*,*,*,*
2016,"Trinidad and Tobago","Dem. Rep. of the Congo","U / FI",,,*,,,,,,*,*
2016,Tunisia,"Dem. Rep. of the Congo","U / AR",*,*,,,,*,,*,0,0
2016,Turkey,"Dem. Rep. of the Congo","U / FI",249,249,39,15,,*,124,142,146,146
2016,Turkey,"Dem. Rep. of the Congo","U / RA",*,*,,,,,,,*,*
2016,Turkey,"Dem. Rep. of the Congo","U / AR",11,11,*,,,,*,*,11,11
2016,"United Rep. of Tanzania","Dem. Rep. of the Congo","G / FI",1949,1949,6523,98,0,145,0,243,8229,8229
2016,Uganda,"Dem. Rep. of the Congo","G / FA",12497,12497,17857,11850,0,1379,433,13662,16692,16692
2016,Ukraine,"Dem. Rep. of the Congo","G / JR",124,62,18,0,,6,*,9,133,54
2016,Ukraine,"Dem. Rep. of the Congo","G / FI",*,*,8,0,0,6,*,10,*,*
2016,Ukraine,"Dem. Rep. of the Congo","U / AR",*,*,0,0,,0,,,*,*
2016,Ukraine,"Dem. Rep. of the Congo","U / FI",*,*,10,*,,0,*,*,10,10
2016,"United States of America","Dem. Rep. of the Congo","G / EO",128,,31,7,,6,18,31,186,
2016,"United States of America","Dem. Rep. of the Congo","G / IN",561,,354,53,,,47,100,832,
2016,"South Africa","Dem. Rep. of the Congo","G / FI",7679,768,5293,1130,,5875,,7005,5967,
2016,"South Africa","Dem. Rep. of the Congo","G / AR",7416,742,,,,,7416,7416,0,
2016,Zambia,"Dem. Rep. of the Congo","G / FI",1295,1295,2893,1601,,337,267,2205,1983,1983
2016,Zimbabwe,"Dem. Rep. of the Congo","G / FI",186,186,749,0,493,101,66,660,275,275
2016,Angola,Congo,"G / FI",58,,,,,,,,58,
2016,Argentina,Congo,"G / AR",*,,,,,,,,*,0
2016,Argentina,Congo,"G / FI",,,,,,,,,0,0
2016,Armenia,Congo,"G / RA",*,*,,,,*,,*,0,0
2016,Australia,Congo,"G / FI",*,0,9,*,0,0,0,*,6,0
2016,Austria,Congo,"G / FA",23,,11,12,*,,0,13,19,
2016,Belgium,Congo,"G / FI",6,0,33,*,,9,*,12,13,0
2016,Belgium,Congo,"G / JR",0,0,5,,,*,*,*,*,0
2016,Belgium,Congo,"G / RA",,,5,,,,*,*,,
2016,Bulgaria,Congo,"G / FI",6,6,5,,,,,,5,5
2016,"Bosnia and Herzegovina",Congo,"G / FI",*,*,,,,,*,*,0,0
2016,Brazil,Congo,"G / FI",11,*,274,*,,0,,*,282,6
2016,"Central African Rep.",Congo,"G / FI",,,6,,,,,,6,6
2016,Canada,Congo,"G / FI",36,,82,49,,14,*,64,46,
2016,Switzerland,Congo,"G / FI",6,0,*,0,0,*,5,7,*,0
2016,Chile,Congo,"G / FI",*,,*,,,,,,*,*
2016,China,Congo,"U / FI",*,*,,,,,*,*,0,0
2016,"Côte d'Ivoire",Congo,"J / FA",20,20,,,,,10,10,10,10
2016,Cameroon,Congo,"U / RA",*,*,,,,,,,*,*
2016,Cameroon,Congo,"U / AR",*,*,7,,,*,*,5,5,5
2016,Cameroon,Congo,"U / FI",8,8,7,,,7,*,9,6,6
2016,"Dem. Rep. of the Congo",Congo,"G / FI",6,6,23,,,,,,29,29
2016,"Costa Rica",Congo,"G / FI",*,*,9,0,,*,0,*,9,9
2016,Cyprus,Congo,"G / FI",,,10,,*,,,*,9,
2016,Cyprus,Congo,"G / RA",*,,,,,,*,*,0,
2016,"Czech Rep.",Congo,"G / FI",*,0,*,,*,,*,*,*,0
2016,Germany,Congo,"G / RA",6,,*,,*,,,*,*,0
2016,Germany,Congo,"G / JR",14,,,0,0,*,7,8,18,0
2016,Germany,Congo,"G / NA",105,,164,12,*,13,15,41,223,0
2016,Denmark,Congo,"G / FI",,,,,,,,,*,
2016,Algeria,Congo,"U / FI",6,6,5,,,*,6,7,*,*
2016,Algeria,Congo,"U / AR",,,*,,,,,,*,*
2016,Egypt,Congo,"U / FI",29,29,5,0,,6,10,16,18,18
2016,Egypt,Congo,"U / AR",*,*,*,0,,*,*,6,0,0
2016,Spain,Congo,"G / FI",15,,20,*,,,,*,20,
2016,Estonia,Congo,"G / FI",*,,,,,*,,*,,
2016,Ethiopia,Congo,"J / FI",*,*,,,,,,,*,*
2016,Finland,Congo,"G / FI",*,,*,*,,*,,*,,
2016,Finland,Congo,"G / RA",,,,,,,,,,
2016,France,Congo,"G / FI",293,,817,47,18,357,,422,682,
2016,France,Congo,"G / RA",,,41,,,,,,,
2016,France,Congo,"G / AR",398,,268,38,18,456,22,534,142,
2016,Gabon,Congo,"G / FA",5,5,,,,*,,*,*,*
2016,"United Kingdom",Congo,"G / AR",,,16,*,,13,*,18,,0
2016,"United Kingdom",Congo,"G / RA",,,0,*,0,0,0,*,,0
2016,"United Kingdom",Congo,"G / FI",46,0,44,*,0,17,*,24,46,0
2016,Georgia,Congo,"G / FI",*,*,9,,,*,*,6,*,*
2016,Ghana,Congo,"G / FI",48,48,10,*,,9,33,44,14,14
2016,Guinea-Bissau,Congo,"G / FI",*,*,,,,,,,,
2016,Greece,Congo,"G / FI",5,,59,,,16,7,23,41,
2016,Greece,Congo,"G / AR",,,9,,,*,,*,8,
2016,Greece,Congo,"G / RA",,,*,,,,,,,
2016,Haiti,Congo,"U / FI",*,0,,,,,,,*,0
2016,Hungary,Congo,"G / FA",110,,,0,*,8,81,90,*,0
2016,Hungary,Congo,"G / FI",,,12,,,,,,,
2016,Hungary,Congo,"G / RA",,,*,,,,,,,
2016,Indonesia,Congo,"U / AR",*,*,,,,,,,*,*
2016,Indonesia,Congo,"U / FI",*,*,,,,,,,*,*
2016,India,Congo,"U / FI",*,*,6,0,,0,*,*,6,6
2016,Ireland,Congo,"G / FI",*,,0,*,,*,0,*,0,
2016,Ireland,Congo,"G / AR",*,,*,*,,0,0,*,5,
2016,Ireland,Congo,"G / SP",*,,0,0,,*,0,*,0,
2016,Italy,Congo,"G / FI",41,0,120,23,40,24,0,87,82,0
2016,Jordan,Congo,"U / FI",*,*,0,0,0,0,*,*,0,0
2016,Kenya,Congo,"J / FI",17,17,42,*,,,9,10,49,49
2016,Cambodia,Congo,"G / FI",,,*,,,,,,*,*
2016,Lebanon,Congo,"U / FI",*,,*,,,,*,*,*,*
2016,Liberia,Congo,"J / FI",*,*,,,,,*,*,0,0
2016,Libya,Congo,"U / FI",*,*,,,,,,,*,*
2016,Morocco,Congo,"U / AR",16,16,6,0,0,14,*,16,6,6
2016,Morocco,Congo,"U / FI",27,27,64,*,0,23,0,24,67,67
2016,Madagascar,Congo,"U / FI",,,*,,,,,,*,*
2016,Mexico,Congo,"G / FI",5,,*,*,,,,*,5,5
2016,Mali,Congo,"G / FI",,,8,8,,,,8,0,
2016,Mozambique,Congo,"G / FI",10,,5,,,,,,15,0
2016,Mauritania,Congo,"U / FI",*,*,*,,,*,*,*,*,*
2016,Mauritania,Congo,"U / AR",*,*,*,,,,,,*,*
2016,Malaysia,Congo,"U / FI",0,0,*,,,,*,*,0,0
2016,Namibia,Congo,"G / FI",*,*,,,,,,,*,*
2016,Netherlands,Congo,"G / FI",32,,48,5,,21,11,37,41,
2016,Netherlands,Congo,"G / RA",14,,34,*,,20,,23,16,
2016,Norway,Congo,"G / AR",,,*,,,*,,*,0,
2016,Norway,Congo,"G / FI",*,,,,,,*,*,,
2016,Panama,Congo,"G / FI",*,*,5,0,0,0,*,*,*,*
2016,Philippines,Congo,"G / FA",*,,0,0,0,0,0,,*,0
2016,Poland,Congo,"G / FI",7,,*,,*,*,*,6,*,0
2016,Poland,Congo,"G / AR",,,*,,,,,,,
2016,Portugal,Congo,"G / FI",11,,50,*,,*,25,30,31,
2016,Romania,Congo,"G / FI",*,*,,,,*,,*,,
2016,"Russian Federation",Congo,"G / FI",*,*,*,0,0,0,*,*,*,*
2016,"Russian Federation",Congo,"G / TA",*,*,10,0,*,0,5,6,6,6
2016,Sudan,Congo,"G / FI",*,*,,,,,,,*,*
2016,Sudan,Congo,"U / FI",*,*,*,,,,,,5,5
2016,Senegal,Congo,"G / FA",245,245,17,,,,,,262,262
2016,Somalia,Congo,"U / FI",*,*,*,,,,,,*,*
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Congo,"G / FI",7,7,*,,,*,,*,7,7
2016,Sweden,Congo,"G / AR",0,,14,0,0,9,0,9,7,
2016,Sweden,Congo,"G / RA",5,,*,0,0,*,*,*,6,
2016,Sweden,Congo,"G / FI",33,,27,*,0,5,13,21,34,
2016,Swaziland,Congo,"G / FI",14,0,,,,,,,14,0
2016,Chad,Congo,"G / FA",*,*,,,,,,,*,*
2016,Togo,Congo,"G / FA",10,10,,*,,,,*,8,8
2016,Tunisia,Congo,"U / FI",,,*,,,,,,*,*
2016,Tunisia,Congo,"U / AR",*,*,,,,*,,*,0,0
2016,Turkey,Congo,"U / FI",232,232,28,0,,0,147,147,113,113
2016,Uganda,Congo,"G / FA",*,*,*,0,0,0,*,*,0,0
2016,Ukraine,Congo,"G / JR",19,8,5,0,,*,*,*,21,11
2016,Ukraine,Congo,"U / FI",*,*,*,0,,0,0,,*,*
2016,Ukraine,Congo,"G / FI",10,7,*,0,0,*,0,*,11,7
2016,"United States of America",Congo,"G / EO",263,,35,28,,12,22,62,269,
2016,"United States of America",Congo,"G / IN",637,,395,50,,,37,87,950,
2016,"Venezuela (Bolivarian Republic of)",Congo,"G / FI",*,*,,*,,,,*,0,0
2016,"South Africa",Congo,"G / AR",168,17,,,,,168,168,0,
2016,"South Africa",Congo,"G / FI",759,76,709,196,,747,,943,525,
2016,Zambia,Congo,"G / FI",*,*,0,0,,0,*,*,0,0
2016,"United Kingdom","Cook Islands","G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom","Cook Islands","G / RA",,,,,,,,,,0
2016,"United Kingdom","Cook Islands","G / FI",0,0,0,0,0,0,0,,0,0
2016,Aruba,Colombia,"U / AR",,,*,,,,,,*,*
2016,Aruba,Colombia,"U / FI",,,*,,,*,,*,0,
2016,Argentina,Colombia,"G / FI",107,,34,,,10,18,28,113,23
2016,Argentina,Colombia,"G / AR",65,,,,,,,,65,0
2016,Argentina,Colombia,"G / JR",8,,,,,,,,8,0
2016,Australia,Colombia,"G / FI",67,0,65,0,0,18,0,18,72,0
2016,Australia,Colombia,"G / AR",10,0,9,*,0,*,*,8,11,0
2016,Austria,Colombia,"G / FA",*,,*,0,0,,0,,*,
2016,Belgium,Colombia,"G / JR",0,0,*,,,*,,*,,0
2016,Belgium,Colombia,"G / RA",,,*,,,,,,,
2016,Belgium,Colombia,"G / FI",6,0,19,,,5,,5,17,0
2016,Belize,Colombia,"J / FI",*,*,,,,,,,*,*
2016,"Bolivia (Plurinational State of)",Colombia,"G / FI",*,,6,*,,*,,6,*,*
2016,Brazil,Colombia,"G / FI",181,152,74,12,*,*,,18,237,67
2016,Canada,Colombia,"G / FI",355,,821,352,,190,27,569,957,
2016,Switzerland,Colombia,"G / FI",,,*,,,,,,,
2016,Chile,Colombia,"G / FI",840,526,1804,22,,11,63,96,2548,1590
2016,China,Colombia,"U / FI",0,0,*,,,,,,*,*
2016,"Costa Rica",Colombia,"G / FI",321,321,669,88,,645,232,965,25,25
2016,"Costa Rica",Colombia,"G / AR",162,162,786,25,,345,136,506,442,442
2016,Curaçao,Colombia,"U / FI",15,15,30,6,,*,*,10,35,35
2016,Curaçao,Colombia,"U / AR",,,*,,,,,,*,*
2016,"Czech Rep.",Colombia,"G / FI",0,0,*,,,,*,*,,0
2016,Germany,Colombia,"G / JR",5,,,0,0,*,*,*,22,0
2016,Germany,Colombia,"G / RA",*,,,,,,*,*,,0
2016,Germany,Colombia,"G / NA",38,,57,6,,22,6,34,62,0
2016,Denmark,Colombia,"G / FI",,,5,,,,,,*,
2016,"Dominican Rep.",Colombia,"U / FI",*,*,7,,,,*,*,10,10
2016,Spain,Colombia,"G / FI",210,,656,*,,93,,97,755,
2016,Finland,Colombia,"G / FI",*,,*,,,*,*,5,*,
2016,Finland,Colombia,"G / RA",,,,,,,,,,
2016,France,Colombia,"G / FI",39,,99,13,6,54,,73,,
2016,France,Colombia,"G / AR",19,,45,0,*,27,*,35,29,
2016,France,Colombia,"G / RA",,,*,,,,,,,
2016,"United Kingdom",Colombia,"G / AR",,,0,*,,0,0,*,,0
2016,"United Kingdom",Colombia,"G / FI",22,0,15,0,0,*,*,*,31,0
2016,"United Kingdom",Colombia,"G / RA",,,0,0,0,0,0,,,0
2016,Greece,Colombia,"G / FI",,,*,,,,,,*,
2016,Guatemala,Colombia,"G / FI",0,0,*,0,0,0,*,*,0,0
2016,Iceland,Colombia,"G / FI",,,*,*,,,*,*,0,
2016,Italy,Colombia,"G / FI",12,0,89,12,24,13,0,49,68,0
2016,Mexico,Colombia,"G / FI",68,10,44,12,,21,6,39,73,20
2016,Malta,Colombia,"G / AR",,,*,,,,,,,
2016,Nicaragua,Colombia,"G / FI",*,*,*,0,0,0,0,,*,*
2016,Netherlands,Colombia,"G / FI",*,,36,0,,15,*,16,23,
2016,Norway,Colombia,"G / FI",*,,8,,,7,,7,*,
2016,Norway,Colombia,"G / AR",,,7,,*,,,*,5,
2016,"New Zealand",Colombia,"G / FI",*,0,8,*,0,*,0,5,6,
2016,Panama,Colombia,"G / FI",1471,1412,893,23,0,5,648,676,1688,1427
2016,Peru,Colombia,"G / FI",149,,148,32,,32,13,77,220,49
2016,Portugal,Colombia,"G / FI",6,,7,,*,,*,5,8,
2016,Paraguay,Colombia,"G / FI",*,,,*,,,,*,0,0
2016,"Russian Federation",Colombia,"G / TA",0,0,*,0,0,0,*,*,0,0
2016,"El Salvador",Colombia,"G / FI",*,0,0,*,0,0,0,*,0,0
2016,Sweden,Colombia,"G / RA",*,,*,0,0,*,0,*,*,
2016,Sweden,Colombia,"G / AR",*,,37,0,*,11,*,16,23,
2016,Sweden,Colombia,"G / FI",17,,119,0,*,57,10,70,66,
2016,"Trinidad and Tobago",Colombia,"U / FI",*,*,*,*,,,*,*,*,*
2016,"Trinidad and Tobago",Colombia,"U / AR",*,*,,,,,,,*,*
2016,Uruguay,Colombia,"G / FI",6,6,18,*,,,5,8,16,16
2016,"United States of America",Colombia,"G / IN",1526,,1577,67,,,102,169,2954,
2016,"United States of America",Colombia,"G / EO",1043,,190,28,,62,292,382,1048,
2016,"Venezuela (Bolivarian Republic of)",Colombia,"G / FI",57,45,2868,1270,,773,,2043,882,706
2016,"South Africa",Colombia,"G / FI",*,0,*,,,,,,*,
2016,Austria,Comoros,"G / FA",,,*,0,0,,*,*,*,
2016,Belgium,Comoros,"G / FI",0,0,,,,,,,,0
2016,Belarus,Comoros,"G / FI",0,0,*,,,,,,*,0
2016,Cyprus,Comoros,"G / FI",*,,*,,,*,*,5,*,*
2016,Cyprus,Comoros,"G / AR",*,,*,,,*,,*,*,
2016,Germany,Comoros,"G / NA",11,,6,,,,,,18,0
2016,Denmark,Comoros,"G / FI",,,,,,,,,*,
2016,Egypt,Comoros,"U / FI",*,*,0,0,,0,0,,*,*
2016,Finland,Comoros,"G / FI",*,,*,,,*,*,*,,
2016,Finland,Comoros,"G / RA",,,,,,,,,,
2016,France,Comoros,"G / RA",,,*,,,,,,,
2016,France,Comoros,"G / AR",89,,104,*,0,61,58,121,70,
2016,France,Comoros,"G / FI",77,,258,32,*,157,,192,102,
2016,"United Kingdom",Comoros,"G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom",Comoros,"G / FI",0,0,9,0,0,0,*,*,5,0
2016,"United Kingdom",Comoros,"G / RA",,,0,0,0,0,0,,,0
2016,Greece,Comoros,"G / FI",*,,5,,,*,*,*,*,
2016,Greece,Comoros,"G / AR",*,,*,,,*,,*,*,
2016,Hungary,Comoros,"G / RA",,,*,,,,,,,
2016,Hungary,Comoros,"G / FA",*,,,0,*,0,5,6,0,0
2016,Hungary,Comoros,"G / FI",,,*,,,,,,,
2016,Ireland,Comoros,"G / SP",0,,0,0,,0,0,,0,
2016,Italy,Comoros,"G / FI",*,0,16,0,*,*,0,*,7,0
2016,Malta,Comoros,"G / AR",*,,,,,*,,*,*,
2016,Malta,Comoros,"G / FI",*,,,,,*,,*,,
2016,Portugal,Comoros,"G / FI",,,*,,,,*,*,0,
2016,Sweden,Comoros,"G / AR",0,,*,0,0,0,0,,*,
2016,Sweden,Comoros,"G / FI",*,,0,0,0,0,*,*,0,
2016,"Syrian Arab Rep.",Comoros,"U / JR",*,*,*,,,*,*,5,*,*
2016,"Syrian Arab Rep.",Comoros,"U / FI",*,*,*,,,,*,*,*,*
2016,Ukraine,Comoros,"G / FI",*,0,0,0,0,0,*,*,*,0
2016,"United States of America",Comoros,"G / IN",0,,*,0,,,0,,*,
2016,"United States of America",Comoros,"G / EO",0,,0,0,,0,0,,0,
2016,"South Africa",Comoros,"G / AR",5,*,,,,,5,5,0,
2016,"South Africa",Comoros,"G / FI",18,*,*,,,,,,19,
2016,Argentina,"Cabo Verde","G / AR",*,,,,,,,,*,0
2016,Belgium,"Cabo Verde","G / FI",0,0,,,,,,,,0
2016,Brazil,"Cabo Verde","G / FI",78,35,18,0,,15,,15,81,23
2016,Canada,"Cabo Verde","G / FI",,,*,,,,,,,
2016,Switzerland,"Cabo Verde","G / FI",*,0,0,0,0,*,0,*,,0
2016,Germany,"Cabo Verde","G / NA",*,,*,,,,,,*,0
2016,Spain,"Cabo Verde","G / FI",,,*,,,,,,,
2016,Finland,"Cabo Verde","G / RA",,,,,,,,,,
2016,Finland,"Cabo Verde","G / FI",,,*,,,,,,,
2016,France,"Cabo Verde","G / FI",0,,8,0,0,*,,*,,
2016,France,"Cabo Verde","G / AR",*,,0,0,0,*,0,*,0,
2016,"United Kingdom","Cabo Verde","G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom","Cabo Verde","G / AR",,,0,0,,*,0,*,,0
2016,"United Kingdom","Cabo Verde","G / FI",*,0,0,0,0,0,0,,0,0
2016,Ireland,"Cabo Verde","G / SP",0,,0,0,,0,0,,0,
2016,Italy,"Cabo Verde","G / FI",*,0,*,0,*,*,0,*,*,0
2016,Netherlands,"Cabo Verde","G / RA",,,*,0,,*,,*,,
2016,Netherlands,"Cabo Verde","G / FI",*,,0,0,,*,,*,,
2016,Sweden,"Cabo Verde","G / AR",*,,0,0,0,*,0,*,0,
2016,Sweden,"Cabo Verde","G / FI",*,,0,0,0,0,*,*,*,
2016,"United States of America","Cabo Verde","G / EO",0,,0,0,,0,0,,0,
2016,"United States of America","Cabo Verde","G / IN",12,,6,0,,0,*,*,17,
2016,Argentina,"Costa Rica","G / AR",*,,,,,,,,*,0
2016,Argentina,"Costa Rica","G / FI",,,,,,,,,0,0
2016,Belgium,"Costa Rica","G / FI",0,0,,,,,,,,0
2016,Brazil,"Costa Rica","G / FI",*,0,*,0,,0,,,*,*
2016,Canada,"Costa Rica","G / FI",*,,9,0,,11,*,12,*,
2016,Spain,"Costa Rica","G / FI",5,,*,,,,,,5,
2016,France,"Costa Rica","G / FI",0,,*,0,0,*,,*,,
2016,"United Kingdom","Costa Rica","G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom","Costa Rica","G / AR",,,0,0,,0,0,,,0
2016,"United Kingdom","Costa Rica","G / FI",0,0,0,0,0,0,0,,0,0
2016,Italy,"Costa Rica","G / FI",*,0,*,0,*,0,0,*,*,0
2016,Mexico,"Costa Rica","G / FI",*,,,,,,,,*,0
2016,Panama,"Costa Rica","G / FI",0,0,*,0,0,0,*,*,0,0
2016,Sweden,"Costa Rica","G / FI",*,,0,0,0,*,0,*,0,
2016,Sweden,"Costa Rica","G / AR",0,,*,0,0,0,*,*,0,
2016,"United States of America","Costa Rica","G / EO",90,,22,0,,6,21,27,104,
2016,"United States of America","Costa Rica","G / IN",118,,83,0,,,13,13,188,
2016,Argentina,Cuba,"G / AR",300,,,,,,,,300,0
2016,Argentina,Cuba,"G / FI",127,,167,*,,63,29,95,199,8
2016,Argentina,Cuba,"G / JR",11,,,,,,,,11,0
2016,Armenia,Cuba,"G / FI",,,6,,,,,,6,6
2016,Australia,Cuba,"G / FI",*,0,*,0,0,*,0,*,*,0
2016,Austria,Cuba,"G / FA",12,,15,*,0,*,*,5,16,
2016,Belgium,Cuba,"G / RA",,,0,,,,,,,
2016,Belgium,Cuba,"G / FI",5,0,*,*,,*,*,6,*,0
2016,Bahamas,Cuba,"J / FI",10,10,*,*,,,,*,12,12
2016,"Bosnia and Herzegovina",Cuba,"G / FI",*,*,0,,,*,,*,0,0
2016,"Bolivia (Plurinational State of)",Cuba,"G / FI",,,*,,,*,,*,0,0
2016,Brazil,Cuba,"G / FI",743,43,1370,*,,38,,42,2071,146
2016,Canada,Cuba,"G / FI",40,,67,29,,24,5,58,72,
2016,Switzerland,Cuba,"G / FI",,,*,,,,,,,
2016,Chile,Cuba,"G / FI",36,17,56,*,,,*,*,90,41
2016,Colombia,Cuba,"G / FI",11,11,54,9,,,41,50,15,9
2016,Colombia,Cuba,"G / AR",*,*,0,,,*,,*,0,0
2016,"Costa Rica",Cuba,"G / AR",14,14,78,*,,32,10,44,48,48
2016,"Costa Rica",Cuba,"G / FI",144,144,89,6,,37,101,144,89,89
2016,Curaçao,Cuba,"U / FI",9,9,*,*,,*,,*,7,7
2016,"Cayman Islands",Cuba,"G / FI",*,,177,10,,146,,156,24,0
2016,Cyprus,Cuba,"G / AR",*,,,,,,,,*,
2016,"Czech Rep.",Cuba,"G / FI",30,0,80,,44,,24,68,50,0
2016,"Czech Rep.",Cuba,"G / RA",,,5,,,,,,,0
2016,Germany,Cuba,"G / RA",*,,*,,,,*,*,*,0
2016,Germany,Cuba,"G / NA",145,,79,,,15,45,60,169,0
2016,Germany,Cuba,"G / JR",15,,,0,0,*,7,8,12,0
2016,Denmark,Cuba,"G / AR",,,*,,,,*,*,,
2016,"Dominican Rep.",Cuba,"U / FI",17,17,5,,,,*,*,19,19
2016,Spain,Cuba,"G / FI",55,,82,*,*,16,,20,120,
2016,Estonia,Cuba,"G / FI",,,,,,,,,,
2016,Ethiopia,Cuba,"J / FI",*,*,,*,,,,*,0,0
2016,Finland,Cuba,"G / RA",,,,,,,,,,
2016,Finland,Cuba,"G / FI",*,,*,,,*,*,*,*,
2016,France,Cuba,"G / RA",,,*,0,0,*,,*,,
2016,France,Cuba,"G / FI",18,,79,13,0,56,,69,,
2016,France,Cuba,"G / AR",11,,27,*,0,19,*,22,15,
2016,"United Kingdom",Cuba,"G / FI",*,0,*,0,0,*,*,*,*,0
2016,"United Kingdom",Cuba,"G / RA",,,0,0,0,0,0,,,0
2016,"United Kingdom",Cuba,"G / AR",,,0,0,,*,0,*,,0
2016,Greece,Cuba,"G / FI",*,,*,,,5,,5,*,
2016,Greece,Cuba,"G / AR",*,,*,,,*,,*,*,
2016,Honduras,Cuba,"G / FA",0,0,*,0,0,0,*,*,0,0
2016,Croatia,Cuba,"G / FI",,,*,,,,*,*,*,*
2016,Croatia,Cuba,"G / JR",*,*,,,,*,,*,0,0
2016,Haiti,Cuba,"U / FI",*,*,*,,,,*,*,*,*
2016,Hungary,Cuba,"G / FA",17,,,5,*,56,60,122,9,0
2016,Hungary,Cuba,"G / FI",,,91,,,,,,,
2016,Hungary,Cuba,"G / RA",,,18,,,,,,,
2016,India,Cuba,"U / AR",*,*,0,0,,*,0,*,0,0
2016,India,Cuba,"U / FI",0,0,0,0,,0,0,,0,0
2016,Ireland,Cuba,"G / SP",0,,*,0,,0,0,,*,
2016,Ireland,Cuba,"G / FI",*,,*,0,,*,0,*,0,
2016,Ireland,Cuba,"G / AR",*,,*,0,,*,*,*,*,
2016,Italy,Cuba,"G / FI",42,0,58,*,19,19,0,41,55,0
2016,Jamaica,Cuba,"U / FI",*,*,17,*,,,10,11,8,8
2016,"Saint Lucia",Cuba,"U / FI",,,*,,,,*,*,0,0
2016,Lithuania,Cuba,"G / FI",0,,6,,,,,,0,
2016,Luxembourg,Cuba,"G / FI",,,*,,,,,,,
2016,Mexico,Cuba,"G / FI",116,,43,*,,6,30,39,120,9
2016,Montenegro,Cuba,"G / FA",0,0,14,7,0,5,0,12,*,*
2016,Mozambique,Cuba,"G / FI",*,,,,,,*,*,0,0
2016,Netherlands,Cuba,"G / RA",,,*,,,,,,,
2016,Netherlands,Cuba,"G / FI",*,,23,0,,13,*,16,9,
2016,Norway,Cuba,"G / FI",,,*,,,,,,,
2016,Norway,Cuba,"G / AR",*,,*,,,*,,*,0,
2016,Panama,Cuba,"G / FI",274,252,33,0,0,0,137,137,170,84
2016,Peru,Cuba,"G / FI",17,,427,18,,33,*,54,390,46
2016,Poland,Cuba,"G / FI",0,,*,,,,,,*,0
2016,Portugal,Cuba,"G / FI",*,,*,,*,,*,*,*,
2016,Paraguay,Cuba,"G / FI",,,18,,,*,*,8,10,0
